2023-09-24 23:01:54,551: j
2023-09-24 23:01:55,130: j
2023-09-24 23:01:55,445: j
2023-09-24 23:01:55,789: j
2023-09-24 23:01:56,133: j
2023-09-24 23:01:56,448: j
2023-09-24 23:01:56,777: j
2023-09-24 23:01:57,137: j
2023-09-24 23:01:57,441: j
2023-09-24 23:02:06,169: Key.backspace
2023-09-24 23:02:20,983: Key.up
2023-09-24 23:02:21,399: Key.up
2023-09-24 23:02:22,166: Key.ctrl_l
2023-09-24 23:02:22,308: 
2023-09-24 23:02:24,934: Key.ctrl_l
2023-09-24 23:02:25,075: 
2023-09-24 23:02:25,318: 
2023-09-24 23:02:25,493: 
2023-09-24 23:02:25,648: 
2023-09-24 23:02:25,833: 
2023-09-24 23:02:30,417: Key.ctrl_l
2023-09-24 23:02:30,597: 
2023-09-24 23:02:30,782: 
2023-09-24 23:02:30,973: Key.shift
2023-09-24 23:02:31,289: 
2023-09-24 23:02:31,438: Key.enter
2023-09-24 23:02:31,481: d
2023-09-24 23:02:31,610: f
2023-09-24 23:02:31,675: Key.enter
2023-09-24 23:02:31,720: s
2023-09-24 23:02:31,735: d
2023-09-24 23:02:31,869: f
2023-09-24 23:02:31,948: a
2023-09-24 23:02:31,963: s
2023-09-24 23:02:31,995: d
2023-09-24 23:02:32,011: Key.up
2023-09-24 23:02:32,011: Key.left
2023-09-24 23:02:32,085: f
2023-09-24 23:02:32,151: Key.up
2023-09-24 23:02:36,518: l
2023-09-24 23:02:36,570: s
2023-09-24 23:02:36,957: Key.enter
2023-09-24 23:02:37,386: c
2023-09-24 23:02:37,469: d
2023-09-24 23:02:37,790: Key.space
2023-09-24 23:02:38,028: t
2023-09-24 23:02:38,440: Key.tab
2023-09-24 23:02:38,942: Key.enter
2023-09-24 23:02:40,941: p
2023-09-24 23:02:41,247: y
2023-09-24 23:02:41,638: Key.tab
2023-09-24 23:02:42,413: Key.backspace
2023-09-24 23:02:42,564: Key.backspace
2023-09-24 23:02:42,731: Key.backspace
2023-09-24 23:02:42,880: Key.backspace
2023-09-24 23:02:43,426: t
2023-09-24 23:02:43,549: h
2023-09-24 23:02:43,737: o
2023-09-24 23:02:43,960: n
2023-09-24 23:02:44,128: Key.space
2023-09-24 23:02:46,298: s
2023-09-24 23:02:46,476: Key.tab
2023-09-24 23:02:48,062: Key.enter
2023-09-24 23:03:26,109: Key.ctrl_l
2023-09-24 23:03:26,109: Key.ctrl_l
2023-09-24 23:03:26,313: 
2023-09-24 23:03:26,313: 
2023-09-24 23:03:28,392: Key.shift
2023-09-24 23:03:28,392: Key.shift
2023-09-24 23:03:28,574: Key.enter
2023-09-24 23:03:28,574: Key.enter
2023-09-24 23:03:28,947: r
2023-09-24 23:03:28,947: r
2023-09-24 23:03:29,096: e
2023-09-24 23:03:29,096: e
2023-09-24 23:03:29,308: t
2023-09-24 23:03:29,308: t
2023-09-24 23:03:29,540: i
2023-09-24 23:03:29,540: i
2023-09-24 23:03:29,694: r
2023-09-24 23:03:29,694: r
2023-09-24 23:03:29,915: e
2023-09-24 23:03:30,068: Key.space
2023-09-24 23:03:30,068: Key.space
2023-09-24 23:03:30,295: a
2023-09-24 23:03:30,295: a
2023-09-24 23:03:30,420: Key.space
2023-09-24 23:03:30,420: Key.space
2023-09-24 23:03:30,664: t
2023-09-24 23:03:30,664: t
2023-09-24 23:03:30,858: e
2023-09-24 23:03:30,858: e
2023-09-24 23:03:31,026: l
2023-09-24 23:03:31,026: l
2023-09-24 23:03:31,138: a
2023-09-24 23:03:31,138: a
2023-09-24 23:03:34,138: Key.space
2023-09-24 23:03:34,138: Key.space
2023-09-24 23:03:45,476: Key.ctrl_l
2023-09-24 23:03:45,492: Key.ctrl_l
2023-09-24 23:03:45,633: 
2023-09-24 23:03:45,633: 
2023-09-24 23:03:47,953: Key.ctrl_l
2023-09-24 23:03:47,953: Key.ctrl_l
2023-09-24 23:03:48,219: 
2023-09-24 23:03:48,219: 
2023-09-24 23:03:49,450: Key.backspace
2023-09-24 23:03:49,450: Key.backspace
2023-09-24 23:03:50,681: c
2023-09-24 23:03:50,681: c
2023-09-24 23:04:00,270: Key.shift
2023-09-24 23:04:00,568: Key.enter
2023-09-24 23:04:00,568: Key.enter
2023-09-24 23:04:01,520: e
2023-09-24 23:04:01,520: e
2023-09-24 23:04:01,601: Key.space
2023-09-24 23:04:01,777: m
2023-09-24 23:04:01,777: m
2023-09-24 23:04:01,810: a
2023-09-24 23:04:01,810: a
2023-09-24 23:04:01,984: n
2023-09-24 23:04:01,984: n
2023-09-24 23:04:02,341: Key.backspace
2023-09-24 23:04:02,341: Key.backspace
2023-09-24 23:04:02,519: Key.backspace
2023-09-24 23:04:02,519: Key.backspace
2023-09-24 23:04:02,709: Key.backspace
2023-09-24 23:04:02,709: Key.backspace
2023-09-24 23:04:02,868: Key.backspace
2023-09-24 23:04:03,035: Key.backspace
2023-09-24 23:04:03,462: m
2023-09-24 23:04:03,462: m
2023-09-24 23:04:03,564: a
2023-09-24 23:04:03,564: a
2023-09-24 23:04:03,592: s
2023-09-24 23:04:03,592: s
2023-09-24 23:04:03,753: Key.space
2023-09-24 23:04:03,956: m
2023-09-24 23:04:03,956: m
2023-09-24 23:04:04,017: a
2023-09-24 23:04:04,017: a
2023-09-24 23:04:04,185: n
2023-09-24 23:04:04,185: n
2023-09-24 23:04:04,273: t
2023-09-24 23:04:04,273: t
